,BC cells,Mix BC cells TAMs,DCs,T cells,TAMs,NK cells,Blood ECs,CAFs,Plasma cells,Mural cells,Mast cells,Myoepithelial cells
ADGRA3,0.903218956819652,0.112488836167604,0.103038555169793,0.0219670911278178,0.0526647004123271,0.0733478899108235,0.231113665523934,0.380209183245062,0.136070187296153,0.36886516273098,0.0923254402068822,0.653467346885624
RBPJ,0.579251028945274,1.44808205921499,1.56617243042818,0.827153342883443,1.59837217186946,1.09250927232931,0.648222594174847,0.626124664868528,0.395708303796771,0.703943478090663,0.420764032186846,0.479037804799478
TLR1,0.178239945736803,0.364992222075046,0.3358086082495,0.0309206803968258,0.451992973128376,0.0450802005815256,0.00930097481567119,0.025291370312219,0.206851367335457,0.0405617609519403,0,0.0131547847687741
PDS5A,1.07799203893224,0.871111049784622,0.788616799866218,0.803268097404184,0.72307198086606,0.896375403676425,0.824149273502231,0.839632645796987,0.799679532831331,0.698924045232903,0.86681827818101,0.686339818646981
RBM47,1.54387364068204,1.5767072977204,1.40943646735927,0.131529324597933,2.04494079311976,0.0934451585517988,0.117625073264622,0.388110997208948,1.06915512865409,0.223051823617175,0.221979712251623,0.41518540805873
TXK,0.0409600839047074,0.207057792774237,0.0892477120469089,0.247720935125483,0.2427005524085,1.31835448389179,0,0.0919107430952999,0.159406382515202,0.0451024077937314,0.423449192584076,0.0538263831616149
PDGFRA,0.0222368553021202,0.0223740908613214,0.0356166312299087,0.00745244404425127,0.00441937141533188,0.00109347383315117,0.0162821695738174,0.941874453595066,0.000928334066939297,0.257295947657467,0,0.0809822762722116
KIT,0.401432508184456,0.0225167252590547,0.0652280307576464,0.0612646953793495,0.0136810095120128,0.116973791230189,0.0664421155613761,0.0518897391608189,0.0162347894871679,0.0424603302227258,3.40269403131096,0.0558494431872305
KDR,0.0015364396068266,0.0106043559994574,0,0.0021289871575848,0.00102844116030259,0.000837438865064422,1.29266358083587,0.0145344471812474,0,0,0,0.0165671988656766
CLOCK,0.585398123767213,0.480071934197202,0.467183828054159,0.270459227235464,0.381370737028225,0.390313523531959,0.630114713337893,0.389159778406608,0.331295474454468,0.710530658120262,0.137931355130862,0.265728964632433
IGFBP7,0.0447884183038896,0.101322415210543,0.110012986576319,0.0128280592009157,0.0444219713776104,0.0429802534253351,2.79658872171837,0.859762871586731,0.0497416768568855,2.91942722443439,0,0.0654711116146538
JCHAIN,0.00753150330817848,0.00139220366579591,0.0141954032046411,0.00394482355389646,0.00595338483076914,0.0164208301932492,0,0.00647335345786926,0.68579302911016,0,0,0.017920719869085
GC,0.000401522078776037,0,0,0,0.000405166315579934,0,0,0.00434299402385505,0,0,0,0
CXCL8,0.0807383717943784,1.0198212878103,0.503555345415717,0.117856402267493,1.39575899345591,0.164385699644415,0.140077714158981,0.0321891590655307,0.087127984472257,0.0983316977731653,0.0227609036693004,0.00737741784077602
CXCL5,0.0213539955466674,0.195975794792426,0.0343665517507019,0.0153362273318494,0.355379785124853,0.032589004355425,0.0114937266522849,0.00215738924690965,0.0224594448277446,0.0205544354114563,0,0
AREG,0.121382510015429,0.588887206321533,0.390675149334927,0.236953532847108,0.393498257652645,1.35301839397802,0.0237234196728484,0.034229759147856,0.300441750516371,0.06132588628084,0.801292027445651,0.0362369919627309
CXCL9,0.000255865402804884,0.0072558396661997,0.0165423315253075,0.00287137309539772,0.0178134724880898,0,0,0,0,0.00371971049763532,0,0
CXCL10,0.00676030120405035,0.0647794411292121,0.0141020882074201,0.00295484473880189,0.0455603290024196,0,0,0.00587926249983638,0.00551975385230146,0,0,0.00854340954855183
CXCL13,0.0385876672815362,0.000462994156850598,0.0583093669764224,0.018450249950145,0.00524865963769005,0.00770157377198797,0,0.0339307191779177,0.020024283978532,0.0163110067826948,0,0.0248168281880448
BMP3,0.00177590314828401,0,0,0.00193117431161903,0,0,0,0.00807735143829756,0,0,0,0
PLAC8,0.00932681564247094,0.0291198934239065,0.101754853831849,0.0953342827541498,0.0162534716623665,0.243415120506974,0.00972808733770266,0.0237003515328073,0.546465940972649,0.00942175768279305,0,0.0229667283064057
SPARCL1,0.0880126281991962,0.15176200931072,0.0143200870379169,0.0124893024818323,0.12637736124049,0.0091418419623077,1.72814546090832,0.367686254843422,0.00584840976435748,1.99931562094358,0,0.301262609024778
SPP1,0.32249782211329,3.77589314972345,0.871784284186151,0.462667286898277,3.04503815696556,0.568203884802784,0.526647398296406,0.107396424646437,0.194874466469165,0.62342424918916,0.123033102140241,0.21547036784747
HPGDS,0.0154254582287058,0.136218948530401,0.463450859696327,0.0236257690792554,0.120510244713138,0.00135049276286127,0,0.0271420356042552,0.0461188537343197,0.0334494792182798,2.29932841422372,0.0233182603956311
NFKB1,0.747599558605856,1.69741044172967,1.58066610083599,0.979248183662166,1.6658518712596,1.61219862640742,0.814553329862525,1.0034591192424,0.927842370648437,0.833324914480395,2.33681817896747,0.600163257861151
CYP2U1,0.0195766082290677,0.044587107867283,0.0825499552506753,0.00975219526116804,0.0220243348568393,0.0268520994774097,0.018043939784408,0.0201733620911699,0.0506348040295681,0.0361492745945175,0,0.0300099121594999
RPL34,1.47772554740166,2.46516551456342,2.66878249366506,1.56451354148788,2.02381627327643,2.09378369650634,2.04068614261613,0.266990522310089,0.588270004206498,2.01386660711839,0.190974043653885,0.192938477642913
EGF,0.220079582734798,0.00782464178288385,0.00396418293851115,0.000621900279767177,0.00314866075263731,0.00304238421861,0,0.00718555862871405,0.00871612528355817,0,0,0
QRFPR,0.0894043909251001,0,0,0,0.000271042156614437,0,0.0104568299533683,0.00693343693229401,0.017037803941899,0,0,0.0480709152290847
IL2,0.00246202549363601,0,0,0.0192684215321681,0.000389280187210459,0.000588895731944249,0,0.00163873409011628,0,0,0,0.00470642535983607
FGF2,0.0411148126192318,0.00109840799277195,0.00269440566115785,0.00427581519234876,0.000108778503346678,0.00116664528341847,0.0497930063920116,0.141667611901668,0.0329700487661321,0.0795059353787542,0,0.210104207321263
IL15,0.176201224044096,0.130298685175514,0.299196286375648,0.110577497194279,0.192180001165983,0.0819623065170786,0.607612572603929,0.251383920669915,0.231801347531494,0.125826975193262,0,0.0678148959553652
TLR2,0.146472323933954,0.512048038427167,0.263188147297205,0.0354482518103919,0.749507580759105,0.0170466092920349,0.0162821695738174,0.0650773012223102,0.0423481575895772,0.158827212000982,0.0679731443868105,0.228044152066785
FGG,0,0,0,0,0,0,0,0.00420072412270075,0,0,0,0
PDGFC,0.360230215201959,0.185271904517528,0.28056725134891,0.0191671004076611,0.475477632901732,0.0223164880239552,0.0431979174508139,0.216575151863021,0.138419578137239,0.374338401567987,0.0345957109020636,0.32680693416562
HMGB2,0.205892703738853,1.1254765983753,0.427114622786177,0.254686197722405,0.275687121691665,0.594287946507867,0.214976137759435,0.0281660397632695,0.0715893325094827,0.167510336624686,0.0109974527615503,0.00596428249857404
VEGFC,0.0322007214575272,0.0032825146670929,0,0.00163054431758874,0.00057504686155703,0.00735003751692804,0.861508901342408,0.084927834725402,0,0.0298292940503223,0.0227609036693004,0.00296368724065757
CASP3,0.0805013551767343,0.232379894968325,0.183396131660567,0.235232475901424,0.160286371483787,0.387242173757867,0.189928358408016,0.0856296854908958,0.402596114763462,0.196868760956567,0.249800067354424,0.079819076621485
TLR3,0.00482331962073124,0.0212036163191116,0.0523960343393769,0.019050589929014,0.0106689175589377,0.00150275491275972,0.0510562765206003,0.00435041987845975,0.00230791342887842,0.0472639973948332,0,0
BASP1,0.1420336024028,0.696109837646875,1.30169705371812,0.0937095520017549,0.824664355905724,0.0506030764732959,0.0349235572464995,0.480950545428913,0.296934981761645,0.256756078788075,0.225037407427772,0.0462675546122388
NPR3,0.0250896756645432,0.000537441819889294,0.000401415476675669,0.00433761093932295,0.00403377848465262,0,0.0140066736673958,0.0497961282926008,0,0.0377801225906894,0,0.0137994057297493
IL7R,0.0618599456787596,0.821884457831051,1.13039461594858,1.22473082285483,0.560420965021338,0.182170317029821,0.0459764179127337,0.281688604633442,0.166326833410861,0.0684587079559861,0.106053480333537,0.142175058318274
LIFR,0.150772067068472,0.00415692289861859,0.000554600910765793,0.00528933275182924,0.00527957835177569,0,0.193645175807795,0.14997157217049,0.0270974679266612,0.334124712116965,0,0.783404855941653
OSMR,0.510118227896211,0.0403783646354143,0.0116690756179213,0.026638720943778,0.0127391831700217,0.0289319253740971,0.543147513694747,1.38365487643629,0.0103701472970816,1.40416915748594,0.038588040434839,1.83051787555051
FYB1,0.0960845756097342,0.945840504502725,0.704244964939645,1.73790412094445,1.01379213934219,1.12549127533129,0.116477997470752,0.385270776200703,0.409466078143052,0.212971658513543,0.347003866231504,0.291211261119884
RPL37,1.45644878458904,2.52141032830848,2.6647082387431,1.46216892635862,1.98725545895216,2.16511239824235,1.98005839232751,0.336405340335051,0.621467218905505,1.96296460654078,0.184358458176537,0.260911168775181
SELENOP,0.0645467667602738,0.0883347261775692,0.00907979198816647,0.020080704592911,0.309874667199932,0.011286946879188,0.253450246953637,0.0936750100531416,0.0339834857752579,0.396011285176202,0.0399189281880384,0.0986532009925586
HMGCS1,0.39662662241657,0.339846755826955,0.463938351740117,0.173519010773507,0.195806090122886,0.290001009480721,0.321642786975257,0.0779558030242443,0.140895250047869,0.176797839523519,0.138399854555715,0.086538340066374
CCL28,0.0385514119017723,0.0534853007364637,0.035392739303553,0.0496816435244052,0.0587815689687411,0.0941330501739222,0,0.00844832633278301,0,0.0157689921231703,0,0.0187189427723243
ITGA1,0.0484541564672291,0.0360653968322698,0.0297564006735152,0.466848108059087,0.0278555856660001,1.3293273000228,0.636692663413379,0.42848905984551,0.0457865729980978,1.60700096585019,0.0321178752576598,0.369311287910375
ITGA2,0.327844828349688,0.0414348507385501,0.0152032420274562,0.0767983068938511,0.0386503147835892,0.0373665458988746,0.453987739927171,0.0425706236199898,0.0436564157531045,0.305372030857408,0,0.753604354210073
GZMK,0.00626852613305899,0.0199386531743022,0.0516065370987097,0.485334878657162,0.0125977321279467,0.128696934256415,0.0418589371900879,0.00382703244299461,0.0169581127640259,0.0361258718348772,0,0
GZMA,0.0192349903898952,0.0386361379005408,0.0609049470350048,0.726419284111116,0.0254795751932315,1.19771812738539,0,0.0226514787977732,0.0345887825098211,0.015041945399488,0,0.0160492667723033
IL6ST,0.422548767189154,0.402057442240069,0.748448222376661,0.603200597285312,0.43775308701726,0.374623280013419,1.31872628855866,0.830925065843555,0.699700620016363,0.77682227840439,0.313860813802408,0.960704540774166
BTF3,0.55442369985719,1.46147493679662,1.46832179209688,0.641867782321122,1.09668071630006,0.971708212949686,1.00715126232624,0.137432105885901,0.245146213420477,1.17509456321222,0.0537851473666855,0.1451150696525
HEXB,0.183278340454894,0.659640342445933,0.342633421523647,0.118774913100204,0.719917531889736,0.105079636103278,0.350376523255724,0.209855705616974,0.269169700508637,0.164349036515588,0.0610848583554671,0.206964070626846
ATG10,0.868778006042454,0.372740265674057,0.449950354162689,0.300907508807597,0.336195689725561,0.422337166055714,0.560348077968026,0.554136811172832,0.355719251786788,0.374556497692696,0.413034168651019,0.625826769153175
VCAN,0.169204451439462,1.03792495658587,0.205105182125091,0.0482195088613388,0.947946982331006,0.0429522411110695,0.302034937286657,1.9633804522578,0.0709746805614284,1.5952065704503,0.0615588309779815,0.0647378507568603
ADGRV1,0.41196108325543,0.034482184338887,0.0137844503600112,0.0147074493862965,0.0383091165760466,0.0227173071728802,0.032589698454962,0.0674878567338054,0.0318265074659787,0.02957525998022,0.0379619397386182,0.0862044925098094
EFNA5,1.74279785747302,0.102866557713236,0.0629815918667037,0.114959021133127,0.217739819645023,0.0664480626493369,0.267307035873066,0.71165865629064,0.0817331157858462,0.530729057769653,0.237437963623954,1.24223318543272
ATG12,0.19609017953119,0.280444928328177,0.236325961704586,0.324669212132664,0.277997541484571,0.440703621200964,0.287497358086672,0.238287657808308,0.360389323398291,0.302555664949037,0.414576574352669,0.165900107585627
CSF2,0,0,0,0.00392499639593401,6.99060297766044e-05,0.0143622963672896,0,0,0,0,0,0
TCF7,0.0494131189703985,0.0825840883892361,0.112808659742996,0.407460417588187,0.0555364626145605,0.320370413926868,0.0699654780921377,0.078388757623864,0.0988618263557821,0.119396442609826,0.0299833729318405,0.426264036255633
CXCL14,0.00263450556834647,0.00444753435491543,0.0103129225778265,0,0.00361832722464605,0.0079997690642916,0,0.0464190162495441,0.00976007423096794,0.0118302972980449,0,0.0538709361229891
TGFBI,0.0554924345695341,1.70764187302577,0.492615772817827,0.047380940955424,1.62084642451015,0.0299088006135321,0.0447483295507567,0.15267276729345,0.363391738163131,0.942126224568511,0.0670136751166977,0.150573157487706
MZB1,0.00449734261846551,0.00107629119963022,0.00340176027414547,0.0311190772326061,0.00216931648166444,0.0650388938006025,0,0.00361359438589013,0.54517556181653,0,0,0.0153605758214432
CYSTM1,0.2428657715472,0.587634074505024,0.764557175272274,0.204674116431192,0.662438027156199,0.259959572657812,0.360573443800865,0.56023540204575,0.275094678431229,0.654796818104552,0.164807504717395,0.24145110276253
CD14,0.0588855503808313,1.30191909492552,0.207703488298841,0.0329241136223236,1.20114611913593,0.0270944241094505,0.103946644985012,0.0254503739325209,0.0660447123230592,0.0551049522413072,0.0339671391896964,0.0110662080678739
HDAC3,0.110537524417239,0.268485881579252,0.185727618402053,0.113350109086402,0.171252359067063,0.131776842674275,0.146535487524408,0.1215346070893,0.090376450017823,0.156471780735137,0.0725854823570336,0.126986341876397
SPRY4,0.0280715567283123,0.00376301680491943,0.00497735661927442,0.00186206589315431,0.000724891875496888,0,0.275195455377387,0.0658068898359116,0,0.16396476629672,0,0.0567644989103026
FGF1,0.0391640365299418,0.00311945715909255,0,0.00242136262416582,0.00137730491053898,0.00191220308549151,0,0.101700094572735,0.0158320323344371,0.220171424917401,0,0.810351730061506
NR3C1,0.443841099675956,0.919410117817846,0.934850004618764,1.78605145727636,1.13141223097072,1.73297825103257,1.10913312841901,0.929796581783144,1.35600034107459,1.12990010496941,1.02331333395044,0.861915379926379
SPINK1,0.00142733165955934,0,0.00143603217385835,0.000967595028171423,0.00812045239059524,0,0,0.00436395648950923,0,0,0,0
IL17B,0.00168825492207789,0.000292045748098887,0.000623651630244377,0.00405941831325202,0.000825100478460259,0.00284262439142522,0,0.00202570274122845,0,0.0593344698018377,0,0.00507101752014841
CARMN,0.0196146561477738,0.0090956123235022,0.00559136263740502,0.0118958243258734,0.00274058747655111,0.00862490021386348,0.0719823060672474,0.347563602371761,0,1.77401619648567,0.0294146946618493,2.47670626162873
CSF1R,0.0175644873827707,0.93381226327253,0.747037049940592,0.0188548628126483,0.77156939618548,0.0201302268951337,0.0382692947671214,0.0637117378845874,0.0765064759996576,0.550818200868057,0,0.0409099153360736
PDGFRB,0.00391613447069168,0.015540385815848,0.00528358942819245,0.00246923838810379,0.00461273656881839,0.0288390458500604,0.0712816424714154,0.486123482079789,0,1.40260331632059,0,0.0257462207071333
