cell_ID,lrtest_nlog10P,fastreseg_flag
f1_c229,,
f1_c230,3.35032583259634,FALSE
f1_c231,,
f1_c232,,
f1_c233,5.09442536498947,TRUE
f1_c234,1.61864080736908,FALSE
f1_c235,,
f1_c236,,
f1_c237,,
f1_c238,2.65486807895415,FALSE
f1_c239,,
f1_c240,3.07086715433432,FALSE
f1_c241,1.03938943761807,FALSE
f1_c242,,
f1_c243,5.0827602531996,TRUE
f1_c244,,
f1_c245,1.33106763751754,FALSE
f1_c246,1.05218330317298,FALSE
f1_c247,2.29663013626124,FALSE
f1_c248,,
f1_c249,0.339783324162646,FALSE
f1_c250,,
f2_c1,0.119211492372001,FALSE
f2_c2,0.591134671389793,FALSE
f2_c3,1.38106560689801,FALSE
f2_c4,0.105527999889487,FALSE
f2_c5,3.26090694686087,FALSE
f2_c6,3.90931951226372,FALSE
f2_c7,0.756189687466008,FALSE
f2_c8,23.5912919831007,TRUE
f2_c9,0.618614839393964,FALSE
f2_c10,5.17523433327352,TRUE
f2_c11,1.20534547018657,FALSE
f2_c12,1.39012762095341,FALSE
f2_c13,0.188318863437631,FALSE
f2_c14,,
f2_c15,19.5430371036737,TRUE
f2_c16,5.97703778751699,TRUE
f2_c17,7.22417911929722,TRUE
f2_c18,0.700046767719833,FALSE
f2_c19,0.43606472162277,FALSE
f2_c20,1.38543047572759,FALSE
f2_c21,0.19686990200925,FALSE
f2_c22,1.70012090847112,FALSE
f2_c23,9.34523685633952,TRUE
f2_c24,,
f2_c25,32.2533508908558,TRUE
f2_c26,10.2813955964325,TRUE
f2_c27,0.0185786501318996,FALSE
f2_c28,1.30157567071468,FALSE
f2_c29,3.77643572525342,FALSE
f2_c30,4.03182992536431,FALSE
f2_c31,8.36329395422631,TRUE
f2_c32,3.97433400219095,FALSE
f2_c33,,
f2_c34,10.3438798411098,TRUE
f2_c35,7.7642097539764,TRUE
f2_c36,2.07695667718302,FALSE
f2_c37,4.35507217407252,FALSE
f2_c38,,
f2_c39,14.3251478990949,TRUE
f2_c40,9.68883049157736,TRUE
f2_c41,2.94002778888096,FALSE
f2_c42,0.121874174219103,FALSE
f2_c43,16.947474514362,TRUE
f2_c44,5.41112877138394,TRUE
f2_c45,14.23316104426,TRUE
f2_c46,,
f2_c47,,
f2_c48,,
f2_c49,2.0926344426903,FALSE
f2_c50,,
f2_c51,0.715938026393664,FALSE
f2_c52,11.8590926173477,TRUE
f2_c53,2.33270714046241,FALSE
f2_c54,2.77956470762091,FALSE
f2_c55,0.238781603860101,FALSE
f2_c56,0.198933072380336,FALSE
f2_c57,,
f2_c58,,
f2_c59,,
f2_c60,,
f2_c61,0.557151069339914,FALSE
f2_c62,,
f2_c63,1.61622079204517,FALSE
f2_c64,2.77260229144247,FALSE
f2_c65,0.0265083704278451,FALSE
f2_c66,0.0865431083108593,FALSE
f2_c67,8.14034597817783,TRUE
f2_c68,26.5435884495577,TRUE
f2_c69,6.18212696760783,TRUE
f2_c70,1.0237342544425,FALSE
f2_c71,2.39655297587023,FALSE
f2_c72,0.0393023489312283,FALSE
f2_c73,1.002065872971,FALSE
f2_c74,8.39776031839215,TRUE
f2_c75,1.02871990386178,FALSE
f2_c76,3.42747087074264,FALSE
f2_c77,29.6978189314433,TRUE
f2_c78,0.242902393194378,FALSE
f2_c79,6.26165911999646,TRUE
f2_c80,5.40681215033697,TRUE
f2_c81,8.65421908337881,TRUE
f2_c82,0.602418231823202,FALSE
f2_c83,3.95240798173211,FALSE
f2_c84,,
f2_c85,0.910628587131656,FALSE
f2_c86,1.25101901980687,FALSE
f2_c87,3.15790984923938,FALSE
f2_c88,5.21809375024011,TRUE
f2_c89,12.5457640320577,TRUE
f2_c90,9.49314270079697,TRUE
f2_c91,13.002258988903,TRUE
f2_c92,7.31442863754129,TRUE
f2_c93,0.110348552977037,FALSE
f2_c94,0.102274837794052,FALSE
f2_c95,0.362197854753044,FALSE
f2_c96,19.0409244741622,TRUE
f2_c97,0.910654894699435,FALSE
f2_c98,1.67379867638881,FALSE
f2_c99,,
f2_c100,2.67227161663259,FALSE
f2_c101,2.81460025621017,FALSE
f2_c102,2.42821039203921,FALSE
f2_c103,2.49132211579298,FALSE
f2_c104,1.15096158048422,FALSE
f2_c105,19.0025987614104,TRUE
f2_c106,0.494699394444469,FALSE
f2_c107,3.06747768408313,FALSE
f2_c108,7.9956752815322,TRUE
f2_c109,1.81623026368114,FALSE
f2_c110,0.407943458447194,FALSE
f2_c111,7.58961858789988,TRUE
f2_c112,3.72532170824432,FALSE
f2_c113,1.94627682381711,FALSE
f2_c114,3.86871272746309,FALSE
f2_c115,1.67481831453493,FALSE
f2_c116,0.289420459097828,FALSE
f2_c117,13.5412225841126,TRUE
f2_c118,11.6790936554589,TRUE
f2_c119,3.77249821928391,FALSE
f2_c120,0.692038213473287,FALSE
f2_c121,4.4321165309669,FALSE
f2_c122,6.58076395144585,TRUE
f2_c123,0.147549576199587,FALSE
f2_c124,22.6510687711599,TRUE
f2_c125,2.12990846025712,FALSE
f2_c126,6.74478792179828,TRUE
f2_c127,3.30462391503335,FALSE
f2_c128,4.65858101796177,FALSE
f2_c129,0.100304845118412,FALSE
f2_c130,3.16696457723298,FALSE
f2_c131,2.75656972163149,FALSE
f2_c132,0.711836306155312,FALSE
f2_c133,2.09071923264658,FALSE
f2_c134,1.7433394719357,FALSE
f2_c135,2.1470284231163,FALSE
f2_c136,6.53420186418171,TRUE
f2_c137,3.26585564844634,FALSE
f2_c138,1.50401376549793,FALSE
f2_c139,2.54733631353871,FALSE
f2_c140,2.9352072054582,FALSE
f2_c141,3.29652956555514,FALSE
f2_c142,0.755931706993079,FALSE
f2_c143,12.5809681267428,TRUE
f2_c144,0.398468079658828,FALSE
f2_c145,0.427449447637094,FALSE
f2_c146,9.13475478665253,TRUE
f2_c147,17.6016202028857,TRUE
f2_c148,3.97370518259927,FALSE
f2_c149,3.60183595536992,FALSE
f2_c150,0.655612844731184,FALSE
f2_c151,3.68451870658957,FALSE
f2_c152,0.516766590297604,FALSE
f2_c153,0.979217736597164,FALSE
f2_c154,10.2738564178971,TRUE
f2_c155,3.3920544032506,FALSE
f2_c156,12.0302660758938,TRUE
f2_c157,8.5097954482114,TRUE
f2_c158,10.0652825852729,TRUE
f2_c159,0.675027130746585,FALSE
f2_c160,4.85836057293685,FALSE
f2_c161,2.85099063913835,FALSE
f2_c162,0.224220057617247,FALSE
f2_c163,2.5513867843936,FALSE
f2_c164,1.46181162161206,FALSE
f2_c165,6.03990339427303,TRUE
f2_c166,4.0830048430587,FALSE
f2_c167,14.0497620448693,TRUE
f2_c168,4.19313230952109,FALSE
f2_c169,3.04171847484677,FALSE
f2_c170,6.38197728803737,TRUE
f2_c171,6.3677822935948,TRUE
f2_c172,0.763794893864542,FALSE
f2_c173,6.92995838544333,TRUE
f2_c174,3.45045024076631,FALSE
f2_c175,7.1834083988733,TRUE
f2_c176,4.50155061815881,FALSE
f2_c177,20.1402428057304,TRUE
f2_c178,7.07547656364336,TRUE
f2_c179,1.78986414478306,FALSE
f2_c180,9.45857208779636,TRUE
f2_c181,6.60114581549265,TRUE
f2_c182,5.11978809577778,TRUE
f2_c183,2.51070985768638,FALSE
f2_c184,1.15017779181539,FALSE
f2_c185,2.12774142304353,FALSE
f2_c186,14.1632193833358,TRUE
f2_c187,4.92460379626875,FALSE
f2_c188,8.48490671917687,TRUE
f2_c189,8.9729131749156,TRUE
f2_c190,0.93016683108693,FALSE
f2_c191,1.75151153096756,FALSE
f2_c192,0.720285477411327,FALSE
f2_c193,2.48727169897044,FALSE
f2_c194,2.14179641318327,FALSE
f2_c195,21.6865915339542,TRUE
f2_c196,0.78254008846418,FALSE
f2_c197,0.659127375803246,FALSE
f2_c198,,
f2_c199,2.21245679766553,FALSE
f2_c200,2.4367424984518,FALSE
f2_c201,14.0459518611146,TRUE
f2_c202,0.267942748394232,FALSE
f2_c203,2.37725754024003,FALSE
f2_c204,0.885440783579848,FALSE
f2_c205,0.190360832519551,FALSE
f2_c206,11.0581261946646,TRUE
f2_c207,2.10840924469641,FALSE
f2_c208,2.98391385040515,FALSE
f2_c209,7.54885470900569,TRUE
f2_c210,0.862487888515872,FALSE
f2_c211,3.36942293897996,FALSE
f2_c212,0.386180426679945,FALSE
f2_c213,2.17504954903685,FALSE
f2_c214,4.51500114051793,FALSE
f2_c215,0.933384817060554,FALSE
f2_c216,1.61345115178618,FALSE
f2_c217,9.8628561329056,TRUE
f2_c218,1.74274751104164,FALSE
f2_c219,2.91927467035734,FALSE
f2_c220,6.46746278572428,TRUE
f2_c221,0.0931078132972608,FALSE
f2_c222,3.39703064823454,FALSE
f2_c223,24.0583279184513,TRUE
f2_c224,0.517928953868958,FALSE
f2_c225,2.85907713854285,FALSE
f2_c226,0.494599936685789,FALSE
f2_c227,14.3331083994533,TRUE
f2_c228,1.73337380222663,FALSE
f2_c229,4.10050844547564,FALSE
f2_c230,8.44925182102545,TRUE
f2_c231,12.7266405066974,TRUE
f2_c232,0.358374786732774,FALSE
f2_c233,11.9571928787498,TRUE
f2_c234,1.42963682016171,FALSE
f2_c235,3.17469580048675,FALSE
f2_c236,1.14883720993431,FALSE
f2_c237,3.17919041819526,FALSE
f2_c238,0.228168413959955,FALSE
f2_c239,4.98387764160167,FALSE
f2_c240,1.24582077025585,FALSE
f2_c241,1.61038409728102,FALSE
f2_c242,1.0551260265807,FALSE
f2_c243,1.45819453848277,FALSE
f2_c244,0.442603850984766,FALSE
f2_c245,0.747612177792508,FALSE
f2_c246,,
f2_c247,5.89195988525733,TRUE
f2_c248,0.419567528768526,FALSE
f2_c249,3.63238633102596,FALSE
f2_c250,10.252478629331,TRUE
f2_c251,0.558694859217016,FALSE
f2_c252,1.42116251361133,FALSE
f2_c253,3.43402434730754,FALSE
f2_c254,1.22731913286479,FALSE
f2_c255,1.34339041706484,FALSE
f2_c256,1.38798876388377,FALSE
f2_c257,0.965584912633639,FALSE
f2_c258,14.6836846767309,TRUE
f2_c259,,
f2_c260,2.03052688151621,FALSE
f2_c261,0.259436433771945,FALSE
f2_c262,5.16165743851893,TRUE
f2_c263,10.7886739015055,TRUE
f2_c264,16.1177056224849,TRUE
f2_c265,1.24242503632947,FALSE
f2_c266,12.9837600170457,TRUE
f2_c267,2.50460488678654,FALSE
f2_c268,2.78353193639645,FALSE
f2_c269,5.20571727560387,TRUE
f2_c270,6.36325172701238,TRUE
f2_c271,0.319378838673468,FALSE
f2_c272,0.781422833992448,FALSE
f2_c273,1.16806486936536,FALSE
f2_c274,0.501753411152626,FALSE
f2_c275,5.20159520150265,TRUE
f2_c276,15.3948085071307,TRUE
f2_c277,0.805851470691085,FALSE
f2_c278,2.33098262017216,FALSE
f2_c279,3.36625312901159,FALSE
f2_c280,0.645283038540164,FALSE
f2_c281,5.62373047021071,TRUE
f2_c282,7.29890875123008,TRUE
f2_c283,5.34184516314569,TRUE
f2_c284,0.663211231311476,FALSE
f2_c285,3.99398833300987,FALSE
f2_c286,1.20478363206831,FALSE
f2_c287,3.84691374334821,FALSE
f2_c288,3.67279280050039,FALSE
f2_c289,8.84988104979434,TRUE
f2_c290,0.435855296678852,FALSE
f2_c291,11.8822615499209,TRUE
f2_c292,10.8709531776526,TRUE
f2_c293,19.965958101354,TRUE
f2_c294,3.22907515602328,FALSE
f2_c295,1.82774063423441,FALSE
f2_c296,6.69834409384199,TRUE
f2_c297,10.1435407738176,TRUE
f2_c298,1.69596901475225,FALSE
f2_c299,2.6987823333665,FALSE
f2_c300,10.2864815954759,TRUE
f2_c301,0.11001745552032,FALSE
f2_c302,2.22452308059867,FALSE
f2_c303,12.281639231382,TRUE
f2_c304,5.71591950135608,TRUE
f2_c305,5.81594693483199,TRUE
f2_c306,2.01953800584553,FALSE
f2_c307,,
f2_c308,3.90508644675842,FALSE
f2_c309,16.0579232808909,TRUE
f2_c310,1.4174931007702,FALSE
f2_c311,2.07096092567226,FALSE
f2_c312,0.841043678817536,FALSE
f2_c313,5.12213382707527,TRUE
f2_c314,5.2346336453482,TRUE
f2_c315,,
f2_c316,0.767887125983514,FALSE
f2_c317,1.41009041868593,FALSE
f2_c318,4.23808704548358,FALSE
f2_c319,,
f2_c320,6.36786509971803,TRUE
f2_c321,5.1986200530699,TRUE
f2_c322,19.0980765180153,TRUE
f2_c323,3.11121940141857,FALSE
f2_c324,0.124123448498179,FALSE
f2_c325,0.442205721554004,FALSE
f2_c326,,
f2_c327,0.278176657185107,FALSE
f2_c328,2.34352420625589,FALSE
f2_c329,2.19572402734648,FALSE
f2_c330,3.40192940845498,FALSE
f2_c331,2.5368911220795,FALSE
f2_c332,1.6906074455818,FALSE
f2_c333,2.02895745674817,FALSE
f2_c334,3.4937368749197,FALSE
f2_c335,3.53878688870576,FALSE
f2_c336,1.5399680667582,FALSE
f2_c337,1.01625868584983,FALSE
f2_c338,2.56976760642506,FALSE
f2_c339,14.9977354840058,TRUE
f2_c340,1.85551710188557,FALSE
f2_c341,2.24287966693253,FALSE
f2_c342,1.525287456586,FALSE
f2_c343,3.19560171779847,FALSE
f2_c344,1.16141320736733,FALSE
f2_c345,2.45462611899674,FALSE
f2_c346,2.06891964094959,FALSE
f2_c347,5.62029490807236,TRUE
f2_c348,5.97997043179256,TRUE
f2_c349,2.40822571137491,FALSE
f2_c350,11.9334113378434,TRUE
f2_c351,7.03753793515111,TRUE
f2_c352,10.6490878739025,TRUE
f2_c353,2.06125862887008,FALSE
f2_c354,8.50501720801931,TRUE
f2_c355,1.66090966036658,FALSE
f2_c356,5.43083542693774,TRUE
f2_c357,0.211159804174715,FALSE
f2_c358,2.21423256407318,FALSE
f2_c359,2.20741021234234,FALSE
f2_c360,0.0689156559738077,FALSE
f2_c361,0.233879745949658,FALSE
f2_c362,,
f2_c363,3.26174173992165,FALSE
f2_c364,5.07804885409651,TRUE
f2_c365,5.10457363248678,TRUE
f2_c366,2.8624104369885,FALSE
f2_c367,4.3701311122342,FALSE
f2_c368,3.01095102499868,FALSE
f2_c369,3.25110158926265,FALSE
f2_c370,0.605355841184737,FALSE
f2_c371,5.52022573985641,TRUE
f2_c372,0.0895254936934117,FALSE
f2_c373,4.02545969270564,FALSE
f2_c374,5.12641217714624,TRUE
f2_c375,6.21505091756543,TRUE
f2_c376,1.0139094680116,FALSE
f2_c377,1.04610458459868,FALSE
f2_c378,7.61213941613873,TRUE
f2_c379,0.369211510006279,FALSE
f2_c380,2.8572048082641,FALSE
f2_c381,14.3981703991598,TRUE
f2_c382,2.35484456419847,FALSE
f2_c383,0.979004184991143,FALSE
f2_c384,0.0288752161251405,FALSE
f2_c385,8.76191108062384,TRUE
f2_c386,10.4305350275089,TRUE
f2_c387,3.52770285371096,FALSE
f2_c388,3.53513368861135,FALSE
f2_c389,5.05601717996549,TRUE
f2_c390,0.00668562261425569,FALSE
f2_c391,1.78116505729899,FALSE
f2_c392,1.27472753930511,FALSE
f2_c393,0.164085135606729,FALSE
f2_c394,6.12192431391768,TRUE
f2_c395,2.85940904728747,FALSE
f2_c396,1.97818738324239,FALSE
f2_c397,5.90607965159181,TRUE
f2_c398,2.32438477999252,FALSE
f2_c399,0.612166182106865,FALSE
f2_c400,0.676004004603568,FALSE
f2_c401,6.40246027796264,TRUE
f2_c402,0.0218020956231913,FALSE
f2_c403,1.1494389185155,FALSE
f2_c404,3.76686543180488,FALSE
f2_c405,2.96148811745123,FALSE
f2_c406,24.2198470758825,TRUE
f2_c407,1.49769253789197,FALSE
f2_c408,1.39580372310875,FALSE
f2_c409,4.94452182667001,FALSE
f2_c410,8.00749983845589,TRUE
f2_c411,2.0075154008465,FALSE
f2_c412,2.1231910372663,FALSE
f2_c413,18.6220824483322,TRUE
f2_c414,9.3993739339369,TRUE
f2_c415,10.4440180754504,TRUE
f2_c416,0.386335303417515,FALSE
f2_c417,0.529937748065002,FALSE
f2_c418,0.551731610226871,FALSE
f2_c419,1.66728074726392,FALSE
f2_c420,4.42180570200553,FALSE
f2_c421,1.26453596785684,FALSE
f2_c422,10.8644091890674,TRUE
f2_c423,4.93634819831373,FALSE
f2_c424,0.997404240252495,FALSE
f2_c425,3.25612256238009,FALSE
f2_c426,27.1052916370237,TRUE
f2_c427,0.473340132827305,FALSE
f2_c428,1.348761414688,FALSE
f2_c429,2.00238265980329,FALSE
f2_c430,1.70997114352275,FALSE
f2_c431,3.72491471167575,FALSE
f2_c432,3.8106428086958,FALSE
f2_c433,2.45257342264642,FALSE
f2_c434,4.65839917108366,FALSE
f2_c435,1.97902952603218,FALSE
f2_c436,2.09053028537515,FALSE
f2_c437,4.82658830130754,FALSE
f2_c438,2.52708244594734,FALSE
f2_c439,5.50525937331144,TRUE
f2_c440,0.287612943262242,FALSE
f2_c441,5.44003174915062,TRUE
f2_c442,0.249661623386553,FALSE
f2_c443,4.16619214742131,FALSE
f2_c444,2.20766731838058,FALSE
f2_c445,3.72714516444452,FALSE
f2_c446,2.0872255036729,FALSE
f2_c447,4.7116618575127,FALSE
f2_c448,5.65934117854417,TRUE
f2_c449,0.939577559379624,FALSE
f2_c450,3.31035247576213,FALSE
f2_c451,4.34280786057317,FALSE
f2_c452,4.83351727856585,FALSE
f2_c453,11.0694313011584,TRUE
f2_c454,0.659876583900894,FALSE
f2_c455,2.54613131353307,FALSE
f2_c456,6.03540334208081,TRUE
f2_c457,0.895478610242418,FALSE
f2_c458,14.8939638976004,TRUE
f2_c459,8.5049886209277,TRUE
f2_c460,0.868584574862986,FALSE
f2_c461,1.47417467959191,FALSE
f2_c462,8.04043844380637,TRUE
f2_c463,0.39560963864558,FALSE
f2_c464,0.295403608562281,FALSE
f2_c465,7.73661129993823,TRUE
f2_c466,0.860062049291491,FALSE
f2_c467,11.7403374799013,TRUE
f2_c468,,
f2_c469,3.94751493140042,FALSE
f2_c470,3.52097393776565,FALSE
f2_c471,2.62049594362464,FALSE
f2_c472,3.51873140994563,FALSE
f2_c473,3.44013973004012,FALSE
f2_c474,7.75373794383157,TRUE
f2_c475,1.5906852414986,FALSE
f2_c476,0.345434039872476,FALSE
f2_c477,3.06926388547808,FALSE
f2_c478,4.04209775220602,FALSE
f2_c479,2.4076456889224,FALSE
f2_c480,5.11693673168996,TRUE
f2_c481,7.77456565319981,TRUE
f2_c482,7.3456914065335,TRUE
f2_c483,1.03357943835403,FALSE
f2_c484,12.6258984234221,TRUE
f2_c485,7.53199007818023,TRUE
f2_c486,4.6701602598195,FALSE
f2_c487,5.99831928165628,TRUE
f2_c488,11.5347445397349,TRUE
f2_c489,7.12531553280967,TRUE
f2_c490,3.86535983192756,FALSE
f2_c491,8.93703596227078,TRUE
f2_c492,8.98600894646209,TRUE
f2_c493,,
f2_c494,2.394467984339,FALSE
f2_c495,2.34022697142481,FALSE
f2_c496,0.551764516668295,FALSE
f2_c497,4.95373801361535,FALSE
f2_c498,4.91353670655444,FALSE
f2_c499,0.774895721478599,FALSE
f2_c500,7.79833567344903,TRUE
f2_c501,23.0083973734334,TRUE
f2_c502,6.00687154027579,TRUE
f2_c503,1.04839837698056,FALSE
f2_c504,,
f2_c505,0.153999883540131,FALSE
f2_c506,1.87611131034126,FALSE
f2_c507,3.40092322023918,FALSE
f2_c508,2.2768201003987,FALSE
f2_c509,3.05068473821556,FALSE
f2_c510,0.464343975264801,FALSE
f2_c511,5.01748577838361,TRUE
f2_c512,1.18980758434848,FALSE
f2_c513,0.455746330443521,FALSE
f2_c514,2.66927903179341,FALSE
f2_c515,2.90625018911306,FALSE
f2_c516,12.5709796704504,TRUE
f2_c517,10.1384854291054,TRUE
f2_c518,0.502120580946997,FALSE
f2_c519,1.51888291779855,FALSE
f2_c520,3.01538395840022,FALSE
f2_c521,4.25626909779965,FALSE
f2_c522,4.47571189734068,FALSE
f2_c523,0.385137993819945,FALSE
f2_c524,7.60544640796551,TRUE
f2_c525,0.259196790035461,FALSE
f2_c526,1.60733671512328,FALSE
f2_c527,3.12696547435924,FALSE
f2_c528,2.07292765233196,FALSE
f2_c529,10.3194913700387,TRUE
f2_c530,2.76325010490777,FALSE
f2_c531,3.3662536013023,FALSE
f2_c532,3.70071207023715,FALSE
f2_c533,7.50621411336745,TRUE
f2_c534,2.04302235223695,FALSE
f2_c535,0.0577320573959913,FALSE
f2_c536,2.8111396619362,FALSE
f2_c537,0.717477050737243,FALSE
f2_c538,2.16888068985023,FALSE
f2_c539,1.07695366116112,FALSE
f2_c540,2.02826505328823,FALSE
f2_c541,4.92795792811034,FALSE
f2_c542,0.288683117005337,FALSE
f2_c543,5.82571594857578,TRUE
f2_c544,9.05643201741547,TRUE
f2_c545,1.45098817507441,FALSE
f2_c546,0.104379506850823,FALSE
f2_c547,0.749744059481439,FALSE
f2_c548,1.74151626336545,FALSE
f2_c549,2.37279111399069,FALSE
